Faction,Unit,Tier,Models,BSData_pts,MFM_pts,Difference,Status,Row_type,Wargear_note
Dark Angels,Land Raider Crusader,3rd+,1,240,240,0,unchanged,unit,
Dark Angels,Land Raider Redeemer,1st-2nd,1,270,250,-20,decreased,unit,
Dark Angels,Land Raider Redeemer,3rd+,1,290,270,-20,decreased,unit,
Dark Angels,Land Speeder,1st-2nd,1,,95,,unmatched,unit,
Dark Angels,Land Speeder,3rd+,1,,105,,unmatched,unit,
Dark Angels,Land Speeder Vengeance,1st-2nd,1,120,120,0,unchanged,unit,
Dark Angels,Land Speeder Vengeance,3rd+,1,130,130,0,unchanged,unit,
Dark Angels,Lazarus,standard,1,70,70,0,unchanged,unit,
Dark Angels,Librarian,standard,1,65,60,-5,decreased,unit,
Dark Angels,Librarian In Phobos Armour,standard,1,70,70,0,unchanged,unit,
Dark Angels,Librarian In Terminator Armour,standard,1,75,75,0,unchanged,unit,
Dark Angels,Lieutenant,standard,1,55,45,-10,decreased,unit,
Dark Angels,Lieutenant In Phobos Armour,standard,1,55,45,-10,decreased,unit,
Dark Angels,Lieutenant In Reiver Armour,standard,1,55,45,-10,decreased,unit,
Dark Angels,Lieutenant With Combi-Weapon,standard,1,85,85,0,unchanged,unit,
Dark Angels,Lion El'Jonson,standard,1,315,285,-30,decreased,unit,
Dark Angels,Nephilim Jetfighter,standard,1,195,195,0,unchanged,unit,
Dark Angels,Outrider Squad,standard,3,80,70,-10,decreased,unit,
Dark Angels,Outrider Squad,standard,6,160,140,-20,decreased,unit,
Dark Angels,Predator Annihilator,1st-2nd,1,135,135,0,unchanged,unit,
Dark Angels,Predator Annihilator,3rd+,1,145,145,0,unchanged,unit,
Dark Angels,Predator Destructor,1st-2nd,1,140,140,0,unchanged,unit,
Dark Angels,Predator Destructor,3rd+,1,150,150,0,unchanged,unit,
Dark Angels,Ravenwing Black Knights,1st-2nd,3,80,75,-5,decreased,unit,
Dark Angels,Ravenwing Black Knights,1st-2nd,6,160,150,-10,decreased,unit,
Dark Angels,Ravenwing Black Knights,3rd+,3,90,85,-5,decreased,unit,
Dark Angels,Ravenwing Black Knights,3rd+,6,170,160,-10,decreased,unit,
Dark Angels,Ravenwing Command Squad,1st-2nd,3,120,115,-5,decreased,unit,
Dark Angels,Ravenwing Command Squad,3rd+,3,130,125,-5,decreased,unit,
Dark Angels,Ravenwing Dark Talon,standard,1,210,200,-10,decreased,unit,
Dark Angels,Ravenwing Darkshroud,standard,1,100,80,-20,decreased,unit,
Dark Angels,Razorback,standard,1,95,95,0,unchanged,unit,
Dark Angels,Redemptor Dreadnought,1st-2nd,1,205,195,-10,decreased,unit,
Dark Angels,Redemptor Dreadnought,3rd+,1,220,210,-10,decreased,unit,
Dark Angels,Redemptor Dreadnought with Macro plasma incinerator,,,,10,,,wargear,per Macro plasma incinerator
Dark Angels,Reiver Squad,standard,5,80,75,-5,decreased,unit,
Dark Angels,Reiver Squad,standard,10,160,150,-10,decreased,unit,
Dark Angels,Repulsor,1st-2nd,1,180,170,-10,decreased,unit,
Dark Angels,Repulsor,3rd+,1,200,190,-10,decreased,unit,
Dark Angels,Repulsor Executioner,1st-2nd,1,230,230,0,unchanged,unit,
Dark Angels,Repulsor Executioner,3rd+,1,250,250,0,unchanged,unit,
Dark Angels,Rhino,standard,1,75,75,0,unchanged,unit,
Dark Angels,Sammael,standard,1,115,105,-10,decreased,unit,
Dark Angels,Scout Squad,1st-2nd,5,70,65,-5,decreased,unit,
Dark Angels,Scout Squad,1st-2nd,10,140,120,-20,decreased,unit,
Dark Angels,Scout Squad,3rd+,5,80,75,-5,decreased,unit,
Dark Angels,Scout Squad,3rd+,10,150,130,-20,decreased,unit,
Dark Angels,Sternguard Veteran Squad,standard,5,100,100,0,unchanged,unit,
Dark Angels,Sternguard Veteran Squad,standard,10,200,190,-10,decreased,unit,
Dark Angels,Storm Speeder Hailstrike,1st-2nd,1,115,105,-10,decreased,unit,
Dark Angels,Storm Speeder Hailstrike,3rd+,1,125,115,-10,decreased,unit,
Dark Angels,Storm Speeder Hammerstrike,1st-2nd,1,125,130,5,increased,unit,
Dark Angels,Storm Speeder Hammerstrike,3rd+,1,135,140,5,increased,unit,
Dark Angels,Storm Speeder Thunderstrike,1st-2nd,1,135,135,0,unchanged,unit,
Dark Angels,Storm Speeder Thunderstrike,3rd+,1,145,145,0,unchanged,unit,
Dark Angels,Stormhawk Interceptor,standard,1,155,155,0,unchanged,unit,
Dark Angels,Stormraven Gunship,1st-2nd,1,280,280,0,unchanged,unit,
Dark Angels,Stormraven Gunship,3rd+,1,300,300,0,unchanged,unit,
Dark Angels,Stormtalon Gunship,standard,1,165,165,0,unchanged,unit,
Dark Angels,Suppressor Squad,standard,3,75,75,0,unchanged,unit,
Dark Angels,Tactical Squad,standard,10,140,140,0,unchanged,unit,
Dark Angels,Techmarine,standard,1,55,55,0,unchanged,unit,
Dark Angels,Terminator Assault Squad,standard,5,180,155,-25,decreased,unit,
Dark Angels,Terminator Assault Squad,standard,10,360,310,-50,decreased,unit,
Dark Angels,Terminator Assault Squad with Thunder Hammer,,,,5,,,wargear,per Thunder Hammer
Dark Angels,Terminator Squad,standard,5,170,160,-10,decreased,unit,
Dark Angels,Terminator Squad,standard,10,340,320,-20,decreased,unit,
Dark Angels,Thunderhawk Gunship,standard,1,840,840,0,unchanged,unit,
Dark Angels,Vanguard Veteran Squad With Jump Packs,1st-2nd,5,100,100,0,unchanged,unit,
Dark Angels,Vanguard Veteran Squad With Jump Packs,1st-2nd,10,200,200,0,unchanged,unit,
Dark Angels,Vanguard Veteran Squad With Jump Packs,3rd+,5,110,110,0,unchanged,unit,
Dark Angels,Vanguard Veteran Squad With Jump Packs,3rd+,10,210,210,0,unchanged,unit,
Dark Angels,Vindicator,1st-2nd,1,185,185,0,unchanged,unit,
Dark Angels,Vindicator,3rd+,1,200,200,0,unchanged,unit,
Dark Angels,Whirlwind,1st-2nd,1,190,175,-15,decreased,unit,
Dark Angels,Whirlwind,3rd+,1,210,195,-15,decreased,unit,
Death Guard,Beasts Of Nurgle,standard,1,65,70,5,increased,unit,
Death Guard,Beasts Of Nurgle,standard,2,130,140,10,increased,unit,
Death Guard,Biologus Putrifier,standard,1,60,60,0,unchanged,unit,
Death Guard,Blightlord Terminators,standard,3,115,115,0,unchanged,unit,
Death Guard,Blightlord Terminators,standard,5,185,185,0,unchanged,unit,
Death Guard,Blightlord Terminators,standard,10,370,370,0,unchanged,unit,
Death Guard,Chaos Land Raider,1st-2nd,1,220,220,0,unchanged,unit,
Death Guard,Chaos Land Raider,3rd+,1,240,240,0,unchanged,unit,
Death Guard,Chaos Predator Annihilator,1st-2nd,1,135,135,0,unchanged,unit,
Death Guard,Chaos Predator Annihilator,3rd+,1,145,145,0,unchanged,unit,
Death Guard,Chaos Predator Destructor,1st-2nd,1,145,145,0,unchanged,unit,
Death Guard,Chaos Predator Destructor,3rd+,1,155,155,0,unchanged,unit,
Death Guard,Chaos Rhino,standard,1,85,85,0,unchanged,unit,
Death Guard,Chaos Spawn,standard,2,80,80,0,unchanged,unit,
Death Guard,Daemon Prince Of Nurgle,standard,1,195,195,0,unchanged,unit,
Death Guard,Daemon Prince Of Nurgle With Wings,standard,1,180,170,-10,decreased,unit,
Death Guard,Deathshroud Terminators,1st-2nd,3,160,160,0,unchanged,unit,
Death Guard,Deathshroud Terminators,1st-2nd,6,320,320,0,unchanged,unit,
Death Guard,Deathshroud Terminators,3rd+,3,170,170,0,unchanged,unit,
Death Guard,Deathshroud Terminators,3rd+,6,330,330,0,unchanged,unit,
Death Guard,Defiler,1st-2nd,1,250,290,40,increased,unit,
Death Guard,Defiler,3rd+,1,280,320,40,increased,unit,
Death Guard,Defiler with Heavy reaper autocannon,,,,10,,,wargear,per Heavy reaper autocannon
Death Guard,Defiler with Hades lascannon,,,,10,,,wargear,per Hades lascannon
Death Guard,Foetid Bloat-Drone,1st-2nd,1,100,100,0,unchanged,unit,
Death Guard,Foetid Bloat-Drone,3rd+,1,110,110,0,unchanged,unit,
Death Guard,Foetid Bloat-Drone With Heavy Blight Launcher,1st-2nd,1,120,125,5,increased,unit,
Death Guard,Foetid Bloat-Drone With Heavy Blight Launcher,3rd+,1,130,135,5,increased,unit,
Death Guard,Foul Blightspawn,standard,1,75,65,-10,decreased,unit,
Death Guard,Great Unclean One,1st-2nd,1,250,265,15,increased,unit,
Death Guard,Great Unclean One,3rd+,1,265,280,15,increased,unit,
Death Guard,Helbrute,standard,1,115,110,-5,decreased,unit,
Death Guard,Icon Bearer,standard,1,45,45,0,unchanged,unit,
Death Guard,Lord Of Contagion,standard,1,120,120,0,unchanged,unit,
Death Guard,Lord Of Poxes,standard,1,75,65,-10,decreased,unit,
Death Guard,Lord Of Virulence,standard,1,100,100,0,unchanged,unit,
Death Guard,Malignant Plaguecaster,standard,1,60,60,0,unchanged,unit,
Death Guard,Miasmic Malignifier,standard,1,105,105,0,unchanged,unit,
Death Guard,Mortarion,standard,1,380,400,20,increased,unit,
Death Guard,Myphitic Blight-Haulers,standard,1,,100,,unmatched,unit,
Death Guard,Myphitic Blight-Haulers,standard,2,,200,,unmatched,unit,
Death Guard,Noxious Blightbringer,standard,1,50,60,10,increased,unit,
Death Guard,Nurglings,standard,3,40,45,5,increased,unit,
Death Guard,Nurglings,standard,6,70,90,20,increased,unit,
Death Guard,Plague Drones,standard,3,115,110,-5,decreased,unit,
Death Guard,Plague Drones,standard,6,230,220,-10,decreased,unit,
Death Guard,Plague Marines,standard,5,95,90,-5,decreased,unit,
Death Guard,Plague Marines,standard,7,130,125,-5,decreased,unit,
Death Guard,Plague Marines,standard,10,190,190,0,unchanged,unit,
Death Guard,Plague Surgeon,standard,1,50,50,0,unchanged,unit,
Death Guard,Plaguebearers,standard,10,110,115,5,increased,unit,
Death Guard,Plagueburst Crawler,1st-2nd,1,210,185,-25,decreased,unit,
Death Guard,Plagueburst Crawler,3rd+,1,235,210,-25,decreased,unit,
Death Guard,Poxwalkers,standard,10,65,65,0,unchanged,unit,
Death Guard,Poxwalkers,standard,20,130,130,0,unchanged,unit,
Death Guard,Rotigus,standard,1,265,280,15,increased,unit,
Death Guard,Tallyman,standard,1,50,60,10,increased,unit,
Death Guard,Typhus,standard,1,100,100,0,unchanged,unit,
Deathwatch,Aggressor Squad,1st-2nd,3,95,90,-5,decreased,unit,
Deathwatch,Aggressor Squad,1st-2nd,6,190,180,-10,decreased,unit,
Deathwatch,Aggressor Squad,3rd+,3,105,100,-5,decreased,unit,
Deathwatch,Aggressor Squad,3rd+,6,200,190,-10,decreased,unit,
Deathwatch,Ancient,standard,1,50,40,-10,decreased,unit,
Deathwatch,Ancient In Terminator Armour,standard,1,,65,,unmatched,unit,
Deathwatch,Apothecary,standard,1,50,40,-10,decreased,unit,
Deathwatch,Apothecary Biologis,standard,1,70,70,0,unchanged,unit,
Deathwatch,Assault Intercessor Squad,standard,5,75,75,0,unchanged,unit,
Deathwatch,Assault Intercessor Squad,standard,10,150,150,0,unchanged,unit,
Deathwatch,Assault Intercessors With Jump Packs,1st-2nd,5,90,85,-5,decreased,unit,
Deathwatch,Assault Intercessors With Jump Packs,1st-2nd,10,170,160,-10,decreased,unit,
Deathwatch,Assault Intercessors With Jump Packs,3rd+,5,100,95,-5,decreased,unit,
Deathwatch,Assault Intercessors With Jump Packs,3rd+,10,180,170,-10,decreased,unit,
Deathwatch,Astraeus,1st-2nd,1,525,525,0,unchanged,unit,
Deathwatch,Astraeus,3rd+,1,575,575,0,unchanged,unit,
Deathwatch,Ballistus Dreadnought,1st-2nd,1,150,150,0,unchanged,unit,
Deathwatch,Ballistus Dreadnought,3rd+,1,160,160,0,unchanged,unit,
Deathwatch,Bladeguard Ancient,standard,1,45,40,-5,decreased,unit,
Deathwatch,Bladeguard Veteran Squad,1st-2nd,3,80,80,0,unchanged,unit,
Deathwatch,Bladeguard Veteran Squad,1st-2nd,6,170,160,-10,decreased,unit,
Deathwatch,Bladeguard Veteran Squad,3rd+,3,90,90,0,unchanged,unit,
Deathwatch,Bladeguard Veteran Squad,3rd+,6,180,170,-10,decreased,unit,
Deathwatch,Brutalis Dreadnought,1st-2nd,1,160,150,-10,decreased,unit,
Deathwatch,Brutalis Dreadnought,3rd+,1,170,160,-10,decreased,unit,
Deathwatch,Captain,standard,1,80,80,0,unchanged,unit,
Deathwatch,Captain In Gravis Armour,standard,1,80,80,0,unchanged,unit,
Deathwatch,Captain In Phobos Armour,standard,1,70,70,0,unchanged,unit,
Deathwatch,Captain In Terminator Armour,standard,1,95,85,-10,decreased,unit,
Deathwatch,Captain With Jump Pack,standard,1,75,75,0,unchanged,unit,
Deathwatch,Centurion Assault Squad,standard,3,150,150,0,unchanged,unit,
Deathwatch,Centurion Assault Squad,standard,6,300,300,0,unchanged,unit,
Deathwatch,Centurion Devastator Squad,standard,3,175,175,0,unchanged,unit,
Deathwatch,Centurion Devastator Squad,standard,6,350,350,0,unchanged,unit,
Deathwatch,Chaplain,standard,1,60,60,0,unchanged,unit,
Deathwatch,Chaplain In Terminator Armour,standard,1,75,75,0,unchanged,unit,
Deathwatch,Chaplain On Bike,standard,1,75,70,-5,decreased,unit,
Deathwatch,Chaplain With Jump Pack,standard,1,75,75,0,unchanged,unit,
Deathwatch,Company Heroes,standard,4,105,105,0,unchanged,unit,
Deathwatch,Corvus Blackstar,standard,1,180,180,0,unchanged,unit,
Deathwatch,Deathwatch Terminator Squad,standard,5,190,180,-10,decreased,unit,
Deathwatch,Deathwatch Terminator Squad,standard,10,350,330,-20,decreased,unit,
Deathwatch,Deathwatch Terminator Squad with Thunder Hammer,,,,5,,,wargear,per Thunder Hammer
Deathwatch,Deathwatch Veterans,standard,5,100,100,0,unchanged,unit,
Deathwatch,Deathwatch Veterans,standard,10,190,190,0,unchanged,unit,
Deathwatch,Decimus Kill Team,standard,5,200,100,-100,decreased,unit,
Deathwatch,Decimus Kill Team,standard,10,200,190,-10,decreased,unit,
Deathwatch,Desolation Squad,1st-2nd,5,200,180,-20,decreased,unit,
Deathwatch,Desolation Squad,3rd+,5,230,210,-20,decreased,unit,
Deathwatch,Dreadnought,standard,1,135,135,0,unchanged,unit,
Deathwatch,Drop Pod,standard,1,70,70,0,unchanged,unit,
Deathwatch,Eliminator Squad,standard,3,85,75,-10,decreased,unit,
Deathwatch,Eradicator Squad,1st-2nd,3,90,90,0,unchanged,unit,
Deathwatch,Eradicator Squad,1st-2nd,6,180,180,0,unchanged,unit,
Deathwatch,Eradicator Squad,3rd+,3,100,100,0,unchanged,unit,
Deathwatch,Eradicator Squad,3rd+,6,190,190,0,unchanged,unit,
Deathwatch,Eradicator Squad With Heavy Bolters,1st-2nd,3,,70,,unmatched,unit,
Deathwatch,Eradicator Squad With Heavy Bolters,3rd+,3,,80,,unmatched,unit,
Deathwatch,Firestrike Servo-Turrets,standard,1,,75,,unmatched,unit,
Deathwatch,Firestrike Servo-Turrets,standard,2,,150,,unmatched,unit,
Deathwatch,Fortis Kill Team,1st-2nd,10,180,195,15,increased,unit,
Deathwatch,Fortis Kill Team,3rd+,10,195,210,15,increased,unit,
Deathwatch,Gladiator Lancer,1st-2nd,1,160,160,0,unchanged,unit,
Deathwatch,Gladiator Lancer,3rd+,1,170,170,0,unchanged,unit,
Deathwatch,Gladiator Reaper,1st-2nd,1,160,160,0,unchanged,unit,
Deathwatch,Gladiator Reaper,3rd+,1,170,170,0,unchanged,unit,
Deathwatch,Gladiator Valiant,1st-2nd,1,150,150,0,unchanged,unit,
Deathwatch,Gladiator Valiant,3rd+,1,160,160,0,unchanged,unit,
Deathwatch,Hammerfall Bunker,standard,1,175,175,0,unchanged,unit,
Deathwatch,Heavy Intercessor Squad,standard,5,100,100,0,unchanged,unit,
Deathwatch,Heavy Intercessor Squad,standard,10,200,200,0,unchanged,unit,
Deathwatch,Hellblaster Squad,standard,5,110,110,0,unchanged,unit,
Deathwatch,Hellblaster Squad,standard,10,220,220,0,unchanged,unit,
Deathwatch,Impulsor,standard,1,80,80,0,unchanged,unit,
Deathwatch,Inceptor Squad,1st-2nd,3,120,120,0,unchanged,unit,
Deathwatch,Inceptor Squad,1st-2nd,6,240,240,0,unchanged,unit,
Deathwatch,Inceptor Squad,3rd+,3,135,135,0,unchanged,unit,
Deathwatch,Inceptor Squad,3rd+,6,255,255,0,unchanged,unit,
Deathwatch,Incursor Squad,1st-2nd,5,80,85,5,increased,unit,
Deathwatch,Incursor Squad,1st-2nd,10,160,150,-10,decreased,unit,
Deathwatch,Incursor Squad,3rd+,5,90,95,5,increased,unit,
Deathwatch,Incursor Squad,3rd+,10,170,160,-10,decreased,unit,
Deathwatch,Indomitor Kill Team,1st-2nd,10,265,275,10,increased,unit,
Deathwatch,Indomitor Kill Team,3rd+,10,280,290,10,increased,unit,
Deathwatch,Infernus Squad,standard,5,90,85,-5,decreased,unit,
Deathwatch,Infernus Squad,standard,10,180,170,-10,decreased,unit,
Deathwatch,Infiltrator Squad,1st-2nd,5,100,110,10,increased,unit,
Deathwatch,Infiltrator Squad,1st-2nd,10,200,180,-20,decreased,unit,
Deathwatch,Infiltrator Squad,3rd+,5,110,120,10,increased,unit,
Deathwatch,Infiltrator Squad,3rd+,10,210,190,-20,decreased,unit,
Deathwatch,Intercessor Squad,standard,5,80,80,0,unchanged,unit,
Deathwatch,Intercessor Squad,standard,10,160,150,-10,decreased,unit,
Deathwatch,Invader Atv,standard,1,60,60,0,unchanged,unit,
Deathwatch,Invictor Tactical Warsuit,standard,1,125,125,0,unchanged,unit,
Deathwatch,Judiciar,standard,1,70,55,-15,decreased,unit,
Deathwatch,Land Raider,1st-2nd,1,220,220,0,unchanged,unit,
Deathwatch,Land Raider,3rd+,1,240,240,0,unchanged,unit,
Deathwatch,Land Raider Crusader,1st-2nd,1,220,220,0,unchanged,unit,
Deathwatch,Land Raider Crusader,3rd+,1,240,240,0,unchanged,unit,
Deathwatch,Land Raider Redeemer,1st-2nd,1,270,250,-20,decreased,unit,
Deathwatch,Land Raider Redeemer,3rd+,1,290,270,-20,decreased,unit,
Deathwatch,Land Speeder,1st-2nd,1,,95,,unmatched,unit,
Deathwatch,Land Speeder,3rd+,1,,105,,unmatched,unit,
Deathwatch,Librarian,standard,1,65,60,-5,decreased,unit,
Deathwatch,Librarian In Phobos Armour,standard,1,70,70,0,unchanged,unit,
Deathwatch,Librarian In Terminator Armour,standard,1,75,75,0,unchanged,unit,
Deathwatch,Lieutenant,standard,1,55,45,-10,decreased,unit,
Deathwatch,Lieutenant In Phobos Armour,standard,1,55,45,-10,decreased,unit,
Deathwatch,Lieutenant In Reiver Armour,standard,1,55,45,-10,decreased,unit,
Deathwatch,Lieutenant With Combi-Weapon,standard,1,85,85,0,unchanged,unit,
Deathwatch,Outrider Squad,standard,3,80,70,-10,decreased,unit,
Deathwatch,Outrider Squad,standard,6,160,140,-20,decreased,unit,
Deathwatch,Predator Annihilator,1st-2nd,1,135,135,0,unchanged,unit,
Deathwatch,Predator Annihilator,3rd+,1,145,145,0,unchanged,unit,
Deathwatch,Predator Destructor,1st-2nd,1,140,140,0,unchanged,unit,
Deathwatch,Predator Destructor,3rd+,1,150,150,0,unchanged,unit,
Deathwatch,Razorback,standard,1,95,95,0,unchanged,unit,
Deathwatch,Redemptor Dreadnought,1st-2nd,1,205,195,-10,decreased,unit,
Deathwatch,Redemptor Dreadnought,3rd+,1,220,210,-10,decreased,unit,
Deathwatch,Redemptor Dreadnought with Macro plasma incinerator,,,,10,,,wargear,per Macro plasma incinerator
Deathwatch,Reiver Squad,standard,5,80,75,-5,decreased,unit,
Deathwatch,Reiver Squad,standard,10,160,150,-10,decreased,unit,
Deathwatch,Repulsor,1st-2nd,1,180,170,-10,decreased,unit,
Deathwatch,Repulsor,3rd+,1,200,190,-10,decreased,unit,
Deathwatch,Repulsor Executioner,1st-2nd,1,230,230,0,unchanged,unit,
Deathwatch,Repulsor Executioner,3rd+,1,250,250,0,unchanged,unit,
Deathwatch,Rhino,standard,1,75,75,0,unchanged,unit,
Deathwatch,Spectrus Kill Team,1st-2nd,10,180,170,-10,decreased,unit,
Deathwatch,Spectrus Kill Team,3rd+,10,190,180,-10,decreased,unit,
Deathwatch,Sternguard Veteran Squad,standard,5,100,100,0,unchanged,unit,
Deathwatch,Sternguard Veteran Squad,standard,10,200,190,-10,decreased,unit,
Deathwatch,Storm Speeder Hailstrike,1st-2nd,1,115,105,-10,decreased,unit,
Deathwatch,Storm Speeder Hailstrike,3rd+,1,125,115,-10,decreased,unit,
Deathwatch,Storm Speeder Hammerstrike,1st-2nd,1,125,130,5,increased,unit,
Deathwatch,Storm Speeder Hammerstrike,3rd+,1,135,140,5,increased,unit,
Deathwatch,Storm Speeder Thunderstrike,1st-2nd,1,135,135,0,unchanged,unit,
Deathwatch,Storm Speeder Thunderstrike,3rd+,1,145,145,0,unchanged,unit,
Deathwatch,Stormhawk Interceptor,standard,1,155,155,0,unchanged,unit,
Deathwatch,Stormraven Gunship,1st-2nd,1,280,280,0,unchanged,unit,
Deathwatch,Stormraven Gunship,3rd+,1,300,300,0,unchanged,unit,
Deathwatch,Stormtalon Gunship,standard,1,165,165,0,unchanged,unit,
Deathwatch,Suppressor Squad,standard,3,75,75,0,unchanged,unit,
Deathwatch,Talonstrike Kill Team,1st-2nd,10,275,265,-10,decreased,unit,
Deathwatch,Talonstrike Kill Team,3rd+,10,290,280,-10,decreased,unit,
Deathwatch,Techmarine,standard,1,55,55,0,unchanged,unit,
Deathwatch,Thunderhawk Gunship,standard,1,840,840,0,unchanged,unit,
Deathwatch,Vanguard Veteran Squad With Jump Packs,1st-2nd,5,100,100,0,unchanged,unit,
Deathwatch,Vanguard Veteran Squad With Jump Packs,1st-2nd,10,200,200,0,unchanged,unit,
Deathwatch,Vanguard Veteran Squad With Jump Packs,3rd+,5,110,110,0,unchanged,unit,
Deathwatch,Vanguard Veteran Squad With Jump Packs,3rd+,10,210,210,0,unchanged,unit,
Deathwatch,Vindicator,1st-2nd,1,185,185,0,unchanged,unit,
Deathwatch,Vindicator,3rd+,1,200,200,0,unchanged,unit,
Deathwatch,Watch Captain Artemis,standard,1,65,65,0,unchanged,unit,
Deathwatch,Watch Master,standard,1,95,95,0,unchanged,unit,
Deathwatch,Whirlwind,1st-2nd,1,190,175,-15,decreased,unit,
Deathwatch,Whirlwind,3rd+,1,210,195,-15,decreased,unit,
Drukhari,Archon,standard,1,80,80,0,unchanged,unit,
Drukhari,Cronos,standard,1,55,55,0,unchanged,unit,
Drukhari,Cronos,standard,2,110,100,-10,decreased,unit,
Drukhari,Drazhar,standard,1,85,85,0,unchanged,unit,
Drukhari,Haemonculus,standard,1,60,50,-10,decreased,unit,
Drukhari,Hand Of The Archon,standard,10,,115,,unmatched,unit,
Drukhari,Hellions,1st-2nd,5,85,90,5,increased,unit,
Drukhari,Hellions,1st-2nd,10,170,180,10,increased,unit,
Drukhari,Hellions,3rd+,5,95,100,5,increased,unit,
Drukhari,Hellions,3rd+,10,180,190,10,increased,unit,
Drukhari,Incubi,1st-2nd,5,90,90,0,unchanged,unit,
Drukhari,Incubi,1st-2nd,10,180,180,0,unchanged,unit,
Drukhari,Incubi,3rd+,5,100,100,0,unchanged,unit,
Drukhari,Incubi,3rd+,10,190,190,0,unchanged,unit,
Drukhari,Kabalite Warriors,standard,10,115,110,-5,decreased,unit,
Drukhari,Lady Malys,standard,1,100,100,0,unchanged,unit,
Drukhari,Lelith Hesperax,standard,1,85,80,-5,decreased,unit,
Drukhari,Mandrakes,1st-2nd,5,75,80,5,increased,unit,
Drukhari,Mandrakes,1st-2nd,10,150,160,10,increased,unit,
Drukhari,Mandrakes,3rd+,5,85,90,5,increased,unit,
Drukhari,Mandrakes,3rd+,10,160,170,10,increased,unit,
Drukhari,Raider,standard,1,85,85,0,unchanged,unit,
Drukhari,Ravager,1st-2nd,1,110,100,-10,decreased,unit,
Drukhari,Ravager,3rd+,1,120,110,-10,decreased,unit,
Drukhari,Ravager with Dark lance,,,,5,,,wargear,per Dark lance
Drukhari,Razorwing Jetfighter,standard,1,170,170,0,unchanged,unit,
Drukhari,Reavers,1st-2nd,3,70,75,5,increased,unit,
Drukhari,Reavers,1st-2nd,6,140,150,10,increased,unit,
Drukhari,Reavers,3rd+,3,80,85,5,increased,unit,
Drukhari,Reavers,3rd+,6,150,160,10,increased,unit,
Drukhari,Scourges With Heavy Weapons,1st-2nd,5,130,110,-20,decreased,unit,
Drukhari,Scourges With Heavy Weapons,3rd+,5,140,120,-20,decreased,unit,
Drukhari,Scourges With Heavy Weapons with Haywire blaster,,,,5,,,wargear,per Haywire blaster
Drukhari,Scourges With Heavy Weapons with Dark lance,,,,5,,,wargear,per Dark lance
Drukhari,Scourges With Shardcarbines,1st-2nd,5,75,75,0,unchanged,unit,
Drukhari,Scourges With Shardcarbines,3rd+,5,85,85,0,unchanged,unit,
Drukhari,Succubus,standard,1,50,50,0,unchanged,unit,
Drukhari,Talos,1st-2nd,1,80,75,-5,decreased,unit,
Drukhari,Talos,1st-2nd,2,160,150,-10,decreased,unit,
Drukhari,Talos,3rd+,1,90,85,-5,decreased,unit,
Drukhari,Talos,3rd+,2,170,160,-10,decreased,unit,
Drukhari,Talos with Twin haywire blaster,,,,5,,,wargear,per Twin haywire blaster
Drukhari,Venom,standard,1,70,70,0,unchanged,unit,
Drukhari,Voidraven Bomber,standard,1,245,245,0,unchanged,unit,
Drukhari,Wracks,standard,5,60,60,0,unchanged,unit,
Drukhari,Wracks,standard,8,100,100,0,unchanged,unit,
Drukhari,Wracks,standard,10,120,120,0,unchanged,unit,
Drukhari,Wyches,standard,10,90,90,0,unchanged,unit,
Emperor's Children,Chaos Land Raider,1st-2nd,1,220,220,0,unchanged,unit,
Emperor's Children,Chaos Land Raider,3rd+,1,240,240,0,unchanged,unit,
Emperor's Children,Chaos Rhino,standard,1,80,80,0,unchanged,unit,
Emperor's Children,Chaos Spawn,standard,2,70,70,0,unchanged,unit,
Emperor's Children,Chaos Terminators,standard,5,145,145,0,unchanged,unit,
Emperor's Children,Daemon Prince Of Slaanesh,1st-2nd,1,180,170,-10,decreased,unit,
Emperor's Children,Daemon Prince Of Slaanesh,3rd+,1,195,185,-10,decreased,unit,
Emperor's Children,Daemon Prince Of Slaanesh With Wings,1st-2nd,1,215,205,-10,decreased,unit,
Emperor's Children,Daemon Prince Of Slaanesh With Wings,3rd+,1,245,235,-10,decreased,unit,
Emperor's Children,Daemonettes,standard,10,90,90,0,unchanged,unit,
Emperor's Children,Defiler,1st-2nd,1,250,290,40,increased,unit,
Emperor's Children,Defiler,3rd+,1,280,320,40,increased,unit,
Emperor's Children,Defiler with Heavy reaper autocannon,,,,10,,,wargear,per Heavy reaper autocannon
Emperor's Children,Defiler with Hades lascannon,,,,10,,,wargear,per Hades lascannon
Emperor's Children,Fiends,standard,3,95,90,-5,decreased,unit,
Emperor's Children,Fiends,standard,6,190,180,-10,decreased,unit,
Emperor's Children,Flawless Blades,standard,3,100,95,-5,decreased,unit,
Emperor's Children,Flawless Blades,standard,6,200,190,-10,decreased,unit,
Emperor's Children,Fulgrim,standard,1,340,350,10,increased,unit,
Emperor's Children,Heldrake,standard,1,195,175,-20,decreased,unit,
Emperor's Children,Infractors,standard,5,85,85,0,unchanged,unit,
Emperor's Children,Infractors,standard,10,160,160,0,unchanged,unit,
Emperor's Children,Keeper Of Secrets,1st-2nd,1,240,255,15,increased,unit,
Emperor's Children,Keeper Of Secrets,3rd+,1,255,270,15,increased,unit,
Emperor's Children,Lord Exultant,1st-2nd,1,80,80,0,unchanged,unit,
Emperor's Children,Lord Exultant,3rd+,1,90,90,0,unchanged,unit,
Emperor's Children,Lord Kakophonist,standard,1,70,70,0,unchanged,unit,
